785	0	1355	1	4
38	2	1504	0	0
743	2	1505	0	0
1288	2	1638	0	0
602	1	1862	0	0
1256	1	985	0	0
1550	0	125	0	0
256	1	1669	0	0
1498	2	1503	0	0
1831	0	624	0	0
1517	2	900	1	3
96	1	1632	0	0
1037	1	1535	0	0
638	1	1728	0	0
541	1	1544	0	0
1	0	1499	0	0
500	1	1686	0	0
1838	0	1299	0	0
1020	1	1612	0	0
225	1	1732	0	0
1309	2	1547	0	0
483	0	1355	1	4
1412	2	1510	0	0
543	2	1507	0	0
171	0	808	0	0
211	1	1653	0	0
442	1	1787	0	0
1254	1	1658	0	0
245	2	1510	0	0
441	1	1785	0	0
669	2	1746	1	3
929	1	1517	0	0
333	1	1538	0	0
1051	0	43	0	0
729	0	1526	0	0
453	2	1547	0	0
1467	2	1560	1	3
126	2	1644	0	0
38	1	1542	0	0
151	2	541	1	3
217	2	1547	0	0
1198	1	1645	0	0
787	2	1505	0	0
215	0	1355	1	4
1063	0	1508	0	0
1459	0	935	0	0
85	1	1599	0	0
756	0	1355	1	4
1312	0	908	0	0
427	1	1769	0	0
370	1	1780	0	0
1031	0	515	0	0
1098	2	1512	0	0
241	0	840	0	0
458	0	1601	0	0
162	0	151	0	0
115	0	29	0	0
600	1	586	0	0
1540	0	1750	0	0
772	2	1505	0	0
958	1	1581	0	0
608	1	1732	0	0
533	2	605	0	0
467	0	1315	0	0
56	1	1545	0	0
1219	1	1929	0	0
1006	0	1355	1	4
763	0	1398	0	0
1267	2	39	0	0
281	1	1507	0	0
934	1	1527	0	0
1043	0	2036	0	0
1352	1	1747	0	0
919	0	556	0	0
400	0	682	0	0
1918	0	616	0	0
60	0	512	0	0
833	2	1505	0	0
846	0	339	0	0
427	1	1757	0	0
1041	0	1138	0	0
55	1	202	0	0
1413	2	1640	0	0
659	1	1521	0	0
1047	1	605	0	0
1814	2	549	1	3
707	0	675	0	0
102	2	1504	0	0
1097	2	1506	0	0
674	0	1355	1	4
736	1	1558	0	0
111	0	1355	1	4
452	2	1505	0	0
582	1	1734	0	0
541	1	887	0	0
1432	1	1244	0	0
945	0	2037	0	0
32	1	1527	0	0
819	0	1355	1	4
65	1	1588	0	0
1035	1	1909	0	0
191	1	1656	0	0
1422	2	39	0	0
1437	1	1596	0	0
1447	1	1538	0	0
13	2	1509	0	0
1358	1	1656	0	0
715	0	1355	1	4
211	1	1703	0	0
1427	1	1559	0	0
78	1	1521	0	0
1257	2	1505	0	0
813	0	1355	1	4
131	0	1355	1	4
269	1	1682	0	0
819	0	70	0	0
888	0	1945	0	0
700	1	1558	0	0
1254	1	2025	0	0
1108	1	1997	0	0
164	0	1871	0	0
29	1	1522	0	0
138	1	1521	0	0
478	0	762	0	0
487	2	374	0	0
505	0	1355	1	4
1235	2	1355	0	0
611	1	1862	0	0
310	0	796	0	0
1254	1	1543	0	0
1096	2	1503	0	0
770	2	605	0	0
1859	0	1789	0	0
264	1	1517	0	0
987	0	2034	0	0
212	1	1581	0	0
299	1	1506	0	0
1720	0	553	0	0
1616	0	85	0	0
212	1	1710	0	0
854	2	1640	0	0
1143	2	1797	0	0
143	2	1506	0	0
711	0	1355	1	4
500	2	1547	0	0
228	2	1638	0	0
1260	2	1503	0	0
1635	0	845	0	0
1194	1	1868	0	0
138	1	1544	0	0
1695	0	586	0	0
1941	0	947	0	0
1362	0	1439	0	0
646	0	1355	1	4
422	1	1551	0	0
173	2	1649	0	0
1296	0	99	0	0
1976	0	1524	0	0
1706	0	1841	0	0
1550	0	20	0	0
1328	1	1549	0	0
1226	1	1580	0	0
1813	0	372	0	0
1748	0	401	0	0
361	0	701	0	0
2009	0	1798	0	0
1939	0	1827	0	0
798	0	594	0	0
