node_id,old_index
2269,3090
2270,1367
2271,296
2272,4983
2273,5096
2274,3957
2275,3175
2276,4290
2277,865
2278,232
2279,4286
2280,3080
2281,3554
2282,2003
2283,3184
2284,2135
2285,5020
2286,2867
2287,2451
2288,1771
2289,4275
2290,866
2291,2083
2292,2078
2293,734
2294,3290
2295,764
2296,451
2297,1796
2298,178
2299,4263
2300,3706
2301,5587
2302,3486
2303,1419
2304,4268
2305,333
2306,1427
2307,94
2308,1665
2309,2528
2310,1465
2311,3458
2312,2522
2313,830
2314,2246
2315,1602
2316,3982
2317,657
2318,5245
2319,3619
2320,413
2321,1840
2322,4244
2323,5350
2324,3746
2325,104
2326,17
2327,1236
2328,4801
2329,5399
2330,4887
2331,5476
2332,310
2333,953
2334,1494
2335,3797
2336,334
2337,2018
2338,1676
2339,5214
2340,4819
2341,5293
2342,2436
2343,1710
2344,1005
2345,1603
2346,1012
2347,2057
2348,563
2349,5224
2350,486
2351,292
2352,3919
2353,518
2354,966
2355,3234
2356,5383
2357,12
2358,3974
2359,1988
2360,2064
2361,4243
2362,3862
2363,15
2364,515
2365,4992
2366,3951
2367,2012
2368,837
2369,5349
2370,80
2371,4947
2372,4293
2373,1569
2374,69
2375,1914
2376,942
2377,588
2378,3141
2379,1619
2380,923
2381,1317
2382,4279
2383,4272
2384,476
2385,2154
2386,5381
2387,189
2388,672
2389,4270
2390,4274
2391,3445
2392,4769
2393,436
2394,4302
2395,421
2396,2518
2397,170
2398,3696
2399,2944
2400,4892
2401,618
2402,2453
2403,825
2404,1709
2405,561
2406,154
2407,156
2408,1777
2409,581
2410,1087
2411,1251
2412,1751
2413,5225
2414,5397
2415,3714
2416,1067
2417,2978
2418,5395
2419,4720
2420,748
2421,983
2422,3081
2423,733
2424,1393
2425,2504
2426,699
2427,3051
2428,1165
2429,3249
2430,1615
2431,3739
2432,4305
2433,4712
2434,4814
2435,4261
2436,4915
2437,5551
2438,1930
2439,1366
2440,2986
2441,714
2442,775
2443,2827
2444,1932
2445,1708
2446,406
2447,792
2448,404
2449,985
2450,1403
2451,612
2452,1933
2453,3061
2454,4246
2455,1965
2456,1769
2457,3526
2458,1889
2459,5489
2460,4897
2461,4929
2462,1604
2463,715
2464,4776
2465,4295
2466,1127
2467,4257
2468,1811
2469,943
2470,3947
2471,211
2472,1605
2473,4252
2474,2754
2475,4299
2476,4841
2477,5461
2478,4848
2479,922
2480,1319
2481,3893
2482,4266
2483,182
2484,76
2485,843
2486,820
2487,505
2488,1148
2489,2213
2490,933
2491,1363
2492,63
2493,1054
2494,799
2495,4254
2496,4255
2497,375
2498,315
2499,912
2500,4265
2501,449
2502,1515
2503,507
2504,528
2505,340
2506,2313
2507,840
2508,58
2509,3403
2510,48
2511,939
2512,399
2513,1249
2514,1679
2515,2438
2516,5017
2517,3978
2518,2104
2519,363
2520,620
2521,331
2522,4258
2523,1268
2524,1285
2525,3874
2526,5217
2527,4337
2528,974
2529,4968
2530,1839
2531,1275
2532,1892
2533,4884
2534,2242
2535,2449
2536,3149
2537,5267
2538,712
2539,168
2540,1179
2541,4365
2542,1093
2543,2541
2544,4838
2545,4345
2546,441
2547,514
2548,1187
2549,754
2550,2172
2551,1505
2552,2933
2553,5002
2554,4318
2555,492
2556,322
2557,4332
2558,5509
2559,1414
2560,2418
2561,2609
2562,410
2563,1168
2564,5385
2565,1007
2566,3657
2567,2651
2568,2446
2569,758
2570,3646
2571,3844
2572,5120
2573,2909
2574,797
2575,3673
2576,4146
2577,5240
2578,176
2579,1162
2580,288
2581,967
2582,1374
2583,1089
2584,2959
2585,4320
2586,4323
2587,2672
2588,2379
2589,3508
2590,1462
2591,239
2592,1549
2593,3960
2594,1806
2595,4093
2596,3136
2597,3053
2598,3350
